Time (s),Steering (rad)
1728212618.5690067,-0.055370572849786054
1728212618.6295393,-0.05743224236291409
1728212618.6767662,-0.06597344522604295
1728212618.724992,-0.06803511890036018
1728212618.77266,-0.06597344522604295
1728212618.821167,-0.06597344522604295
1728212618.885417,-0.0762817969528723
1728212618.9323173,-0.0762817969528723
1728212618.9807594,-0.07834346646600034
1728212619.028734,-0.07834346646600034
1728212619.0926917,-0.07834346646600034
1728212619.1412263,-0.08158323522159536
1728212619.189786,-0.08364490473472339
1728212619.2372572,-0.08688467349031839
1728212619.3013635,-0.0963094507852975
1728212619.3631124,-0.10043278981155357
1728212619.3950567,-0.11074114569957211
1728212619.4430063,-0.10779589759340463
1728212619.5081058,-0.10779589759340463
1728212619.6149814,-0.18407769454627695
1728212619.7205656,-0.1999820093524461
1728212619.827927,-0.17789268600689287
1728212619.8763309,-0.17376934698063679
1728212619.9244874,-0.17052957822504178
1728212620.032027,-0.17052957822504178
1728212620.0815291,-0.1725912477381698
1728212620.1299288,-0.1725912477381698
1728212620.2375128,-0.16228290017252966
1728212620.2855432,-0.15786503217446765
1728212620.3343196,-0.14932382515014958
1728212620.3969114,-0.1475566846088275
1728212620.4449077,-0.1443169158532325
1728212620.4934065,-0.1443169158532325
1728212620.5406191,-0.1475566846088275
1728212620.7293055,-0.16728980946944677
1728212620.852535,-0.17052957822504178
1728212620.9573271,-0.1725912477381698
1728212621.053483,-0.17376934698063679
1728212621.1169813,-0.17376934698063679
1728212621.165679,-0.17376934698063679
1728212621.2144277,-0.1758310164937648
1728212621.2608104,-0.1781872149786988
1728212621.3719165,-0.17907078524935985
1728212621.4198225,-0.17052957822504178
1728212621.467786,-0.14608405639455457
1728212621.5166805,-0.12340569175014623
1728212621.5800269,-0.11515900537525571
1728212621.6277015,-0.08894634300344643
1728212621.6767793,-0.055370572849786054
1728212621.7237408,-0.013548118401829767
1728212621.7885194,0.0
1728212621.8357694,0.0
1728212621.8837504,0.0
1728212621.932556,0.0
1728212621.9803956,0.0
1728212622.0451093,0.0
1728212622.091881,0.034459344585510615
1728212622.1399481,0.050069134581063005
1728212622.1891778,0.05949391187604212
1728212622.2378922,0.050069134581063005
1728212622.3012953,0.0
1728212622.3482964,0.0
1728212622.3955374,0.0
1728212622.444321,0.0
1728212622.5079105,0.0
1728212622.5551853,0.0
1728212622.604439,0.0
1728212622.6520448,0.0
1728212622.7159255,0.015609788955255095
1728212622.7644622,0.03976078285423366
1728212622.8124726,0.04712389063608474
1728212622.85923,0.0
1728212622.9079242,0.0
1728212622.9712558,0.0029452431647552964
1728212623.019208,0.0029452431647552964
1728212623.0677247,0.0
1728212623.1159837,0.0
1728212623.1803446,0.0
1728212623.2416923,0.0
1728212623.274316,0.0
1728212623.3217192,0.0
1728212623.3852654,-0.013842643212446513
1728212623.4948146,-0.018555031859936066
1728212623.5974712,-0.04182245236736169
1728212623.7028575,-0.04476769631233996
1728212623.7507617,-0.0606720111185091
1728212623.796494,-0.06273368063163713
1728212623.9077008,-0.04476769631233996
1728212623.9552002,-0.04182245236736169
1728212624.004727,-0.03976078285423366
1728212624.1139452,-0.029157906316787566
1728212624.1593864,-0.029157906316787566
1728212624.2073545,-0.03976078285423366
1728212624.3158486,-0.03976078285423366
1728212624.3629282,-0.03976078285423366
1728212624.4128938,-0.04388412188048972
1728212624.4768114,-0.04712389063608474
1728212624.5225544,-0.05743224236291409
1728212624.5699122,-0.055370572849786054
1728212624.6186001,-0.055370572849786054
1728212624.6658223,-0.08158323522159536
1728212624.7152915,-0.1213440222370182
1728212624.7802224,-0.12340569175014623
1728212624.8263524,-0.12016592299455123
1728212624.8737853,-0.11074114569957211
1728212624.9380643,-0.0918915827872355
1728212624.9888031,-0.10131636840459302
1728212625.0348399,-0.10249445932468158
1728212625.0837047,-0.0918915827872355
1728212625.130104,-0.055370572849786054
1728212625.1940734,-0.00824668065325537
1728212625.2422748,-0.005006913458106301
1728212625.291525,-0.0029452431647552964
1728212625.3391743,0.0
1728212625.3869848,0.0
1728212625.4509254,-0.018555031859936066
1728212625.4996207,-0.025918139641787144
1728212625.5480893,-0.015609788955255095
1728212625.5945394,-0.007068583491382981
1728212625.6420107,-0.005006913458106301
1728212625.7072423,-0.0029452431647552964
1728212625.754384,-0.0029452431647552964
1728212625.8023403,-0.0029452431647552964
1728212625.8666663,-0.0029452431647552964
1728212625.914307,-0.0029452431647552964
1728212625.962187,-0.013548118401829767
1728212626.0095165,-0.012370021239957377
1728212626.0745184,-0.012370021239957377
1728212626.2300098,-0.029157906316787566
1728212626.3024707,-0.029157906316787566
1728212626.3338034,-0.018555031859936066
1728212626.4553561,-0.005006913458106301
1728212626.5589786,-0.010308350686532047
1728212626.6617935,-0.005006913458106301
1728212626.7646585,0.0
1728212626.8652253,0.0
1728212626.971293,0.0
1728212627.0190063,0.0
1728212627.067136,0.0
1728212627.1759179,0.0
1728212627.2253308,0.0
1728212627.272098,0.0
1728212627.3360732,0.0
1728212627.3842175,0.0
1728212627.43215,0.0
1728212627.4961221,0.0
1728212627.543558,0.0
1728212627.5915842,-0.0029452431647552964
1728212627.641151,-0.018555031859936066
1728212627.703503,-0.025918139641787144
1728212627.752105,-0.04476769631233996
1728212627.8002105,-0.04476769631233996
1728212627.8486965,-0.04712389063608474
1728212627.8963883,-0.04476769631233996
1728212627.9595838,-0.04182245236736169
1728212628.0088954,-0.03652101409863864
1728212628.0560465,-0.025918139641787144
1728212628.1351478,-0.023856470128659116
1728212628.1664598,-0.015609788955255095
1728212628.2146487,-0.015609788955255095
1728212628.262929,-0.015609788955255095
1728212628.3390522,0.0
1728212628.3696132,0.0
1728212628.4185965,0.0
1728212628.4822001,0.0
1728212628.5899997,0.0
1728212628.6930206,0.0
1728212628.7955332,0.0
1728212628.8972235,0.0
1728212629.0052202,0.0
1728212629.0533793,0.0
1728212629.1015122,0.0
1728212629.2121968,0.0
1728212629.2606938,0.0
1728212629.3080611,0.0
1728212629.3572085,0.0
1728212629.4205787,0.0
1728212629.46753,0.0
1728212629.5161,0.0
1728212629.5641172,0.0
1728212629.62939,0.0
1728212629.6782973,0.0
1728212629.7274654,0.0
1728212629.772574,0.0
1728212629.8389282,0.0
1728212629.8858252,0.0
1728212629.931789,0.0
1728212629.9824126,0.0
1728212630.0437455,0.0
1728212630.0925999,0.0
1728212630.1401253,0.0
1728212630.1903527,0.0
1728212630.2355862,0.0
1728212630.3019009,0.0
1728212630.3488295,0.0
1728212630.3969867,-0.010308350686532047
1728212630.4725819,-0.013548118401829767
1728212630.5034919,-0.015609788955255095
1728212630.5500348,-0.017671459508680428
1728212630.6155567,-0.034459344585510615
1728212630.724445,-0.04182245236736169
1728212630.826422,-0.050069134581063005
1728212630.9297736,-0.05213080409419103
1728212631.032443,-0.06273368063163713
1728212631.0807545,-0.0606720111185091
1728212631.1282024,-0.0606720111185091
1728212631.2388518,-0.055370572849786054
1728212631.2865553,-0.055370572849786054
1728212631.3337834,-0.05213080409419103
1728212631.4007945,-0.025918139641787144
1728212631.4462829,0.0
1728212631.4937375,0.0
1728212631.5582178,0.0
1728212631.6078722,0.0
1728212631.6557126,0.0
1728212631.7045033,0.0
1728212631.7670474,0.0
1728212631.815591,0.0
1728212631.864483,-0.0020616701633138423
1728212631.9098756,-0.0020616701633138423
1728212631.975863,-0.0020616701633138423
1728212632.0227835,-0.005006913458106301
1728212632.0716012,-0.013548118401829767
1728212632.1194334,-0.013548118401829767
1728212632.1918046,-0.012370021239957377
1728212632.2238247,-0.010308350686532047
1728212632.2734303,-0.012370021239957377
1728212632.337382,-0.013548118401829767
1728212632.4473472,-0.018555031859936066
1728212632.5478966,-0.03121957791051019
1728212632.650622,-0.029157906316787566
1728212632.7550557,-0.025918139641787144
1728212632.8620207,-0.025918139641787144
1728212632.9092565,-0.023856470128659116
1728212632.9563253,-0.022972895696808875
1728212633.0656998,-0.020911226183680846
1728212633.113438,-0.020911226183680846
1728212633.1764004,-0.020911226183680846
1728212633.225356,-0.020911226183680846
1728212633.2727518,-0.023856470128659116
1728212633.321931,-0.025918139641787144
1728212633.383953,-0.028274333965531924
1728212633.432103,-0.025918139641787144
1728212633.4804657,-0.025918139641787144
1728212633.5293798,-0.029157906316787566
1728212633.5918603,-0.03858268361176667
1728212633.64027,-0.03652101409863864
1728212633.6882746,-0.0462403162042345
1728212633.7362566,-0.04712389063608474
1728212633.7831953,-0.04476769631233996
1728212633.8316765,-0.04182245236736169
1728212633.8956797,-0.03976078285423366
1728212633.9434392,-0.03976078285423366
1728212633.9914541,-0.04182245236736169
1728212634.039367,-0.04182245236736169
1728212634.1044974,-0.04182245236736169
1728212634.1522832,-0.04182245236736169
1728212634.199547,-0.03976078285423366
1728212634.248214,-0.03858268361176667
1728212634.2961648,-0.03652101409863864
1728212634.3596184,-0.034459344585510615
1728212634.4075944,-0.03121957791051019
1728212634.4563897,-0.029157906316787566
1728212634.5043573,-0.025918139641787144
1728212634.5678566,-0.020911226183680846
1728212634.6182592,-0.018555031859936066
1728212634.6642594,-0.018555031859936066
1728212634.7378814,-0.020911226183680846
1728212634.7703927,-0.018555031859936066
1728212634.8177543,-0.010308350686532047
1728212634.8835483,-0.00824668065325537
1728212634.9900517,-0.015609788955255095
1728212635.0926764,-0.015609788955255095
1728212635.197034,-0.015609788955255095
1728212635.246003,-0.015609788955255095
1728212635.2937102,-0.015609788955255095
1728212635.3567255,-0.015609788955255095
1728212635.4048786,-0.013548118401829767
1728212635.452614,-0.013548118401829767
1728212635.5008225,-0.013548118401829767
1728212635.5491846,-0.015609788955255095
1728212635.6134508,-0.015609788955255095
1728212635.661264,-0.015609788955255095
1728212635.7101822,-0.017671459508680428
1728212635.7566152,-0.017671459508680428
1728212635.8211224,-0.018555031859936066
1728212635.8697922,-0.020911226183680846
1728212635.9181354,-0.022972895696808875
1728212635.964959,-0.023856470128659116
1728212636.0285048,-0.023856470128659116
1728212636.077342,-0.04182245236736169
1728212636.1247196,-0.04182245236736169
1728212636.1725743,-0.04182245236736169
1728212636.23668,-0.04182245236736169
1728212636.285599,-0.03976078285423366
1728212636.333327,-0.03976078285423366
1728212636.3807123,-0.03652101409863864
1728212636.4299567,-0.03652101409863864
1728212636.492313,-0.03652101409863864
1728212636.5406473,-0.03976078285423366
1728212636.5887458,-0.03976078285423366
1728212636.6371899,-0.04182245236736169
1728212636.6852722,-0.04182245236736169
1728212636.7490077,-0.04182245236736169
1728212636.797376,-0.03976078285423366
1728212636.8462024,-0.03858268361176667
1728212636.9087007,-0.034459344585510615
1728212637.01865,-0.03121957791051019
1728212637.1228547,-0.029157906316787566
1728212637.230185,-0.025918139641787144
1728212637.27751,-0.025918139641787144
1728212637.3246763,-0.028274333965531924
1728212637.3890862,-0.029157906316787566
1728212637.4354665,-0.029157906316787566
1728212637.4835472,-0.029157906316787566
1728212637.5337057,-0.029157906316787566
1728212637.579718,-0.029157906316787566
1728212637.6437118,-0.029157906316787566
1728212637.6922703,-0.029157906316787566
1728212637.7405334,-0.029157906316787566
1728212637.7877643,-0.029157906316787566
1728212637.8523798,-0.029157906316787566
1728212637.8998296,-0.03121957791051019
1728212637.9481964,-0.03121957791051019
1728212637.9968581,-0.03652101409863864
1728212638.0602825,-0.03652101409863864
1728212638.1077952,-0.03858268361176667
1728212638.1563096,-0.04182245236736169
1728212638.2037113,-0.04388412188048972
1728212638.2527418,-0.04476769631233996
1728212638.3002856,-0.04182245236736169
