Time (s),Steering (rad)
1728212638.3638716,-0.04182245236736169
1728212638.4128928,-0.04182245236736169
1728212638.460701,-0.04182245236736169
1728212638.509675,-0.04182245236736169
1728212638.5753784,-0.04182245236736169
1728212638.6218684,-0.03976078285423366
1728212638.6691215,-0.03976078285423366
1728212638.71791,-0.03976078285423366
1728212638.7970443,-0.03976078285423366
1728212638.828376,-0.03858268361176667
1728212638.8737977,-0.03858268361176667
1728212638.9386697,-0.03858268361176667
1728212639.0038335,-0.03858268361176667
1728212639.05033,-0.03858268361176667
1728212639.1566873,-0.03976078285423366
1728212639.2073023,-0.03976078285423366
1728212639.2526731,-0.03976078285423366
1728212639.3650296,-0.03652101409863864
1728212639.4139094,-0.03652101409863864
1728212639.45995,-0.034459344585510615
1728212639.5099247,-0.034459344585510615
1728212639.5720396,-0.03121957791051019
1728212639.6208236,-0.029157906316787566
1728212639.6686883,-0.020911226183680846
1728212639.7191594,-0.013548118401829767
1728212639.7649484,-0.013548118401829767
1728212639.8306239,-0.013548118401829767
1728212639.8769987,-0.012370021239957377
1728212639.9262912,-0.010308350686532047
1728212639.9731393,-0.010308350686532047
1728212640.035376,-0.012370021239957377
1728212640.0838447,-0.013548118401829767
1728212640.131362,-0.012370021239957377
1728212640.196861,-0.015609788955255095
1728212640.2450933,-0.03121957791051019
1728212640.294384,-0.03121957791051019
1728212640.3414512,-0.029157906316787566
1728212640.4148352,-0.029157906316787566
1728212640.4491103,-0.025918139641787144
1728212640.496977,-0.025918139641787144
1728212640.557881,-0.025918139641787144
1728212640.6717513,-0.03121957791051019
1728212640.7751558,-0.03121957791051019
1728212640.8237555,-0.03121957791051019
1728212640.8719134,-0.03121957791051019
1728212640.9805872,-0.034459344585510615
1728212641.0261524,-0.034459344585510615
1728212641.0743432,-0.034459344585510615
1728212641.1877267,-0.034459344585510615
1728212641.2340965,-0.034459344585510615
1728212641.2840886,-0.034459344585510615
1728212641.3459527,-0.03652101409863864
1728212641.3961709,-0.038877208422383416
1728212641.443964,-0.04182245236736169
1728212641.4903753,-0.04388412188048972
1728212641.5407953,-0.04388412188048972
1728212641.601649,-0.04182245236736169
1728212641.6524053,-0.04476769631233996
1728212641.6982996,-0.050069134581063005
1728212641.74686,-0.050069134581063005
1728212641.7971554,-0.050069134581063005
1728212641.859334,-0.04712389063608474
1728212641.907978,-0.04476769631233996
1728212641.956377,-0.03858268361176667
1728212642.0225737,-0.03652101409863864
1728212642.068574,-0.03652101409863864
1728212642.114383,-0.034459344585510615
1728212642.1619477,-0.03121957791051019
1728212642.2267845,-0.034459344585510615
1728212642.2736804,-0.034459344585510615
1728212642.3212893,-0.03652101409863864
1728212642.3693967,-0.03652101409863864
1728212642.4448564,-0.03976078285423366
1728212642.4773765,-0.03976078285423366
1728212642.5241528,-0.04182245236736169
1728212642.5731854,-0.04182245236736169
1728212642.6478367,-0.04476769631233996
1728212642.6801167,-0.04476769631233996
1728212642.7284224,-0.04476769631233996
1728212642.7914271,-0.04712389063608474
1728212642.8524704,-0.055370572849786054
1728212642.884535,-0.05213080409419103
1728212643.006319,-0.05743224236291409
1728212643.1133044,-0.05743224236291409
1728212643.1616237,-0.05743224236291409
1728212643.2106774,-0.055370572849786054
1728212643.3195345,-0.055370572849786054
1728212643.3688123,-0.05743224236291409
1728212643.4163651,-0.0606720111185091
1728212643.464039,-0.06273368063163713
1728212643.5271351,-0.06597344522604295
1728212643.575519,-0.06273368063163713
1728212643.624941,-0.06273368063163713
1728212643.6878533,-0.06597344522604295
1728212643.7353728,-0.06597344522604295
1728212643.782656,-0.06597344522604295
1728212643.8317542,-0.06597344522604295
1728212643.8966482,-0.06597344522604295
1728212643.9443655,-0.06597344522604295
1728212643.9905572,-0.06597344522604295
1728212644.0386708,-0.06597344522604295
1728212644.087757,-0.06597344522604295
1728212644.152327,-0.06597344522604295
1728212644.1991162,-0.06803511890036018
1728212644.2467742,-0.07098035868414924
1728212644.2962031,-0.06803511890036018
1728212644.3606322,-0.07009678841348821
1728212644.406704,-0.07098035868414924
1728212644.455442,-0.07098035868414924
1728212644.5213149,-0.06597344522604295
1728212644.5832324,-0.0606720111185091
1728212644.6144001,-0.0606720111185091
1728212644.6623008,-0.05743224236291409
1728212644.709317,-0.05743224236291409
1728212644.7834055,-0.05743224236291409
1728212644.8143673,-0.05743224236291409
1728212644.9379277,-0.055370572849786054
1728212645.0416458,-0.05743224236291409
1728212645.3103352,-0.0606720111185091
1728212645.4370115,-0.0606720111185091
1728212645.5638502,-0.0606720111185091
1728212645.675778,-0.055370572849786054
1728212645.7237911,-0.04712389063608474
1728212645.7995117,-0.04476769631233996
1728212645.8318312,-0.04388412188048972
1728212645.8793209,-0.04182245236736169
1728212645.9449465,-0.04182245236736169
1728212646.003817,-0.04388412188048972
1728212646.0345817,-0.04476769631233996
1728212646.1539085,-0.04388412188048972
1728212646.2559292,-0.04476769631233996
1728212646.3616078,-0.04476769631233996
1728212646.4086936,-0.04712389063608474
1728212646.4571774,-0.04712389063608474
1728212646.520536,-0.04712389063608474
1728212646.5695167,-0.04712389063608474
1728212646.6179335,-0.050069134581063005
1728212646.6645226,-0.05213080409419103
1728212646.7142408,-0.055370572849786054
1728212646.7765205,-0.055370572849786054
1728212646.824403,-0.055370572849786054
1728212646.8730698,-0.05743224236291409
1728212646.9373808,-0.05743224236291409
1728212646.9862947,-0.05743224236291409
1728212647.0337975,-0.055370572849786054
1728212647.0812674,-0.055370572849786054
1728212647.1455815,-0.055370572849786054
1728212647.1930175,-0.05213080409419103
1728212647.2413266,-0.05213080409419103
1728212647.3088882,-0.05213080409419103
1728212647.3539045,-0.05213080409419103
1728212647.4032345,-0.05213080409419103
1728212647.4487908,-0.050069134581063005
1728212647.5245545,-0.050069134581063005
1728212647.557025,-0.04918556014921276
1728212647.604602,-0.04712389063608474
1728212647.6527562,-0.04476769631233996
1728212647.7286558,-0.04476769631233996
1728212647.7597008,-0.04476769631233996
1728212647.8079827,-0.04388412188048972
1728212647.871676,-0.04182245236736169
1728212647.9830003,-0.04182245236736169
1728212648.083777,-0.04182245236736169
1728212648.191837,-0.04182245236736169
1728212648.2412534,-0.04182245236736169
1728212648.2878644,-0.04182245236736169
1728212648.3958035,-0.04476769631233996
1728212648.442918,-0.04182245236736169
1728212648.5072813,-0.03976078285423366
1728212648.5561354,-0.03652101409863864
1728212648.6038465,-0.03652101409863864
1728212648.6518135,-0.025918139641787144
1728212648.6997879,-0.005006913458106301
1728212648.764709,0.0
1728212648.8115609,0.0
1728212648.858978,0.0
1728212648.9078581,0.0
1728212648.970952,0.0
1728212649.0190597,0.0
1728212649.0673854,0.0
1728212649.1150098,0.0
1728212649.1642234,0.0
1728212649.2269936,-0.010308350686532047
1728212649.291769,-0.012370021239957377
1728212649.4057372,-0.015609788955255095
1728212649.5078604,-0.029157906316787566
1728212649.6117568,-0.04211697717797844
1728212649.7137892,-0.04182245236736169
1728212649.821362,-0.03121957791051019
1728212649.8708003,-0.03121957791051019
1728212649.918526,-0.029157906316787566
1728212649.965488,-0.028274333965531924
1728212650.0301936,-0.017671459508680428
1728212650.0782664,-0.017671459508680428
1728212650.1255488,-0.018555031859936066
1728212650.173501,-0.020911226183680846
1728212650.2384274,-0.022972895696808875
1728212650.2858336,-0.023856470128659116
1728212650.3346353,-0.023856470128659116
1728212650.3816385,-0.025918139641787144
1728212650.4458525,-0.028274333965531924
1728212650.4946594,-0.029157906316787566
1728212650.5410712,-0.029157906316787566
1728212650.5894313,-0.029157906316787566
1728212650.6532235,-0.025918139641787144
1728212650.701556,-0.025918139641787144
1728212650.7494016,-0.028274333965531924
1728212650.797389,-0.025918139641787144
1728212650.8453672,-0.025918139641787144
1728212650.910488,-0.023856470128659116
1728212650.9573658,-0.020911226183680846
1728212651.004378,-0.020911226183680846
1728212651.0522516,-0.018555031859936066
1728212651.1168935,-0.018555031859936066
1728212651.164574,-0.020911226183680846
1728212651.2143517,-0.020911226183680846
1728212651.2606118,-0.020911226183680846
1728212651.32555,-0.022972895696808875
1728212651.3863397,-0.023856470128659116
1728212651.417393,-0.023856470128659116
1728212651.466848,-0.022972895696808875
1728212651.5297577,-0.023856470128659116
1728212651.5938432,-0.03121957791051019
1728212651.641571,-0.03121957791051019
1728212651.6907797,-0.029157906316787566
1728212651.7393,-0.03121957791051019
1728212651.8481557,-0.03151410272112694
1728212651.897625,-0.03652101409863864
1728212651.9453068,-0.03652101409863864
1728212652.009039,-0.03652101409863864
1728212652.058163,-0.03652101409863864
1728212652.1050105,-0.03652101409863864
1728212652.1534874,-0.03328124742363822
1728212652.2170022,-0.03121957791051019
1728212652.2654219,-0.029157906316787566
1728212652.3122697,-0.025918139641787144
1728212652.3606977,-0.023856470128659116
1728212652.424818,-0.020911226183680846
1728212652.4736304,-0.020911226183680846
1728212652.5213737,-0.020911226183680846
1728212652.5694408,-0.020911226183680846
1728212652.6325786,-0.020911226183680846
1728212652.6803985,-0.020911226183680846
1728212652.7290356,-0.020911226183680846
1728212652.7786717,-0.020911226183680846
1728212652.8404837,-0.018555031859936066
1728212652.8892584,-0.018555031859936066
1728212652.9366455,-0.020911226183680846
1728212652.9849424,-0.018555031859936066
1728212653.0351198,-0.017671459508680428
1728212653.1083612,-0.015609788955255095
1728212653.1405394,-0.015609788955255095
1728212653.1889694,-0.015609788955255095
1728212653.2522786,-0.013548118401829767
1728212653.36248,-0.015609788955255095
1728212653.470071,-0.013548118401829767
1728212653.5165775,-0.015609788955255095
1728212653.5654163,-0.013548118401829767
1728212653.6292892,-0.012370021239957377
1728212653.677573,-0.015609788955255095
1728212653.7270641,-0.015609788955255095
1728212653.7727654,-0.012370021239957377
1728212653.8224883,-0.012370021239957377
1728212653.884694,-0.020911226183680846
1728212653.9350197,-0.022972895696808875
1728212653.9813602,-0.023856470128659116
1728212654.0468566,-0.025918139641787144
1728212654.0934546,-0.03121957791051019
1728212654.1413875,-0.03121957791051019
1728212654.1887507,-0.029157906316787566
1728212654.2377026,-0.029157906316787566
1728212654.3019836,-0.029157906316787566
1728212654.3494534,-0.025918139641787144
1728212654.395946,-0.025918139641787144
1728212654.460693,-0.023856470128659116
1728212654.510033,-0.023856470128659116
1728212654.5602992,-0.022972895696808875
1728212654.6044264,-0.020911226183680846
1728212654.6685286,-0.020911226183680846
1728212654.7164693,-0.017671459508680428
1728212654.7696273,-0.015609788955255095
1728212654.8355036,-0.015609788955255095
1728212654.8681893,-0.015609788955255095
1728212654.986486,-0.018555031859936066
1728212655.0910604,-0.015609788955255095
1728212655.1980646,-0.015609788955255095
1728212655.2447124,-0.015609788955255095
1728212655.2928944,-0.015609788955255095
1728212655.3577368,-0.015609788955255095
1728212655.405335,-0.015609788955255095
1728212655.4527047,-0.015609788955255095
1728212655.500931,-0.017671459508680428
1728212655.5653298,-0.018555031859936066
1728212655.6127374,-0.018555031859936066
1728212655.6621618,-0.018555031859936066
1728212655.708694,-0.020911226183680846
1728212655.7569902,-0.020911226183680846
1728212655.8198476,-0.020911226183680846
1728212655.8683662,-0.023856470128659116
1728212655.9155862,-0.025918139641787144
1728212655.9637806,-0.023856470128659116
1728212656.0286024,-0.023856470128659116
1728212656.0758736,-0.023856470128659116
1728212656.1249657,-0.020911226183680846
1728212656.1728365,-0.020911226183680846
1728212656.2367713,-0.020911226183680846
1728212656.2849948,-0.020911226183680846
1728212656.3333027,-0.020911226183680846
1728212656.3805196,-0.020911226183680846
1728212656.4437168,-0.023856470128659116
1728212656.4930067,-0.025918139641787144
1728212656.5402699,-0.025918139641787144
1728212656.6049964,-0.025918139641787144
1728212656.6643975,-0.023856470128659116
1728212656.696826,-0.023856470128659116
1728212656.7673378,-0.022972895696808875
1728212656.7997162,-0.023856470128659116
1728212656.8724213,-0.023856470128659116
1728212656.9045007,-0.023856470128659116
1728212657.0238802,-0.029157906316787566
1728212657.1257837,-0.03121957791051019
1728212657.2317839,-0.034459344585510615
1728212657.3351493,-0.03652101409863864
1728212657.4417672,-0.05213080409419103
1728212657.489738,-0.05213080409419103
1728212657.5377429,-0.050069134581063005
1728212657.6449478,-0.050069134581063005
1728212657.692849,-0.050069134581063005
1728212657.74183,-0.05213080409419103
1728212657.806355,-0.055370572849786054
1728212657.8527308,-0.055370572849786054
1728212657.9013803,-0.055370572849786054
1728212657.948672,-0.055370572849786054
1728212658.0131345,-0.055370572849786054
1728212658.0605366,-0.055370572849786054
1728212658.109321,-0.05213080409419103
1728212658.1568885,-0.05213080409419103
1728212658.22039,-0.05213080409419103
1728212658.268662,-0.05213080409419103
1728212658.3167238,-0.055370572849786054
1728212658.3646886,-0.07098035868414924
1728212658.4138038,-0.0762817969528723
1728212658.4770753,-0.0762817969528723
1728212658.5260458,-0.06803511890036018
1728212658.5730429,-0.06597344522604295
1728212658.637058,-0.06273368063163713
1728212658.6847217,-0.0606720111185091
1728212658.7338989,-0.0606720111185091
1728212658.7817261,-0.06273368063163713
1728212658.8297892,-0.06273368063163713
1728212658.9057777,-0.06597344522604295
1728212658.9389904,-0.06597344522604295
1728212658.986766,-0.07009678841348821
1728212659.0344262,-0.07098035868414924
1728212659.1118748,-0.07009678841348821
1728212659.1449654,-0.06597344522604295
1728212659.1920173,-0.06273368063163713
1728212659.2417407,-0.0606720111185091
1728212659.3148582,-0.05743224236291409
1728212659.3470576,-0.055370572849786054
1728212659.3956585,-0.055370572849786054
1728212659.4597623,-0.055370572849786054
1728212659.5186636,-0.055370572849786054
1728212659.551932,-0.055370572849786054
1728212659.6729877,-0.055370572849786054
1728212659.7809715,-0.05743224236291409
1728212659.8256445,-0.05743224236291409
1728212659.8740156,-0.0606720111185091
1728212659.9829936,-0.05743224236291409
1728212660.0314946,-0.055370572849786054
1728212660.0789192,-0.05213080409419103
1728212660.1874554,-0.04712389063608474
1728212660.2360315,-0.04476769631233996
1728212660.2827811,-0.04182245236736169
1728212660.39248,-0.03976078285423366
1728212660.440288,-0.03976078285423366
1728212660.489495,-0.04182245236736169
1728212660.6005154,-0.04388412188048972
1728212660.647957,-0.04476769631233996
1728212660.6966841,-0.04476769631233996
1728212660.760119,-0.04476769631233996
1728212660.8088531,-0.04476769631233996
1728212660.8555279,-0.04712389063608474
1728212660.9034767,-0.04712389063608474
1728212660.9683614,-0.04476769631233996
1728212661.015213,-0.04506222112295671
1728212661.0638297,-0.04712389063608474
1728212661.1117291,-0.04712389063608474
1728212661.1754255,-0.04712389063608474
1728212661.2235615,-0.04712389063608474
1728212661.272754,-0.04712389063608474
1728212661.3202906,-0.04476769631233996
1728212661.3688674,-0.04182245236736169
1728212661.432593,-0.03976078285423366
1728212661.4794812,-0.03976078285423366
1728212661.5276427,-0.03976078285423366
1728212661.5913124,-0.03976078285423366
1728212661.6401048,-0.03976078285423366
1728212661.6880934,-0.03976078285423366
1728212661.7604644,-0.04182245236736169
1728212661.7915282,-0.04182245236736169
1728212661.8395183,-0.04182245236736169
1728212661.9046047,-0.04182245236736169
1728212661.9655936,-0.04476769631233996
1728212662.012598,-0.04712389063608474
1728212662.1194553,-0.04712389063608474
1728212662.221636,-0.04476769631233996
1728212662.318467,-0.04712389063608474
1728212662.382255,-0.04712389063608474
1728212662.4309325,-0.04712389063608474
1728212662.4774988,-0.04712389063608474
1728212662.525596,-0.04712389063608474
1728212662.5895834,-0.04712389063608474
1728212662.6376956,-0.04476769631233996
1728212662.6847253,-0.04476769631233996
1728212662.7335498,-0.04388412188048972
1728212662.7809036,-0.04182245236736169
1728212662.8451188,-0.04182245236736169
1728212662.8931916,-0.04182245236736169
1728212662.9413106,-0.04476769631233996
1728212662.9896467,-0.04388412188048972
1728212663.0531816,-0.04476769631233996
1728212663.1020012,-0.04476769631233996
1728212663.1491644,-0.04712389063608474
1728212663.1972451,-0.04476769631233996
1728212663.2619164,-0.04388412188048972
1728212663.3091655,-0.04388412188048972
1728212663.3570018,-0.04388412188048972
1728212663.4052362,-0.04388412188048972
1728212663.4531875,-0.04182245236736169
1728212663.5173976,-0.04182245236736169
1728212663.5654035,-0.04388412188048972
1728212663.613671,-0.04182245236736169
1728212663.6612844,-0.04182245236736169
1728212663.726513,-0.04182245236736169
1728212663.773161,-0.04182245236736169
1728212663.8220043,-0.04182245236736169
1728212663.869211,-0.04476769631233996
1728212663.917118,-0.04476769631233996
1728212663.9932206,-0.04476769631233996
1728212664.0432541,-0.04476769631233996
1728212664.1466725,-0.04712389063608474
1728212664.2524674,-0.04918556014921276
1728212664.3553197,-0.050069134581063005
1728212664.451952,-0.04712389063608474
1728212664.561338,-0.03976078285423366
1728212664.6091306,-0.04712389063608474
1728212664.6578374,-0.055370572849786054
1728212664.7698588,-0.05743224236291409
1728212664.817157,-0.0606720111185091
1728212664.865165,-0.07510369771040531
1728212664.9135635,-0.07834346646600034
1728212664.977575,-0.07834346646600034
1728212665.0239613,-0.0762817969528723
1728212665.0733633,-0.0762817969528723
1728212665.1204376,-0.0762817969528723
1728212665.1848962,-0.0762817969528723
1728212665.2329617,-0.0762817969528723
1728212665.2803643,-0.07834346646600034
1728212665.3289418,-0.08158323522159536
1728212665.3768182,-0.08364490473472339
1728212665.4414423,-0.0857065742478514
1728212665.4887452,-0.08688467349031839
1728212665.5368254,-0.08688467349031839
1728212665.5845885,-0.08688467349031839
1728212665.6338422,-0.0857065742478514
1728212665.6976633,-0.08158323522159536
1728212665.745462,-0.07304202819727729
1728212665.7949529,-0.07009678841348821
1728212665.8418088,-0.06803511890036018
1728212665.9068449,-0.06803511890036018
1728212665.9531996,-0.06803511890036018
1728212666.001367,-0.07009678841348821
1728212666.0518231,-0.07098035868414924
1728212666.1127453,-0.07304202819727729
1728212666.160782,-0.0762817969528723
1728212666.2092533,-0.07834346646600034
1728212666.2575252,-0.08688467349031839
1728212666.306563,-0.09719302105595853
1728212666.3689644,-0.09719302105595853
1728212666.4194603,-0.09424778127216948
1728212666.466796,-0.08364490473472339
1728212666.5377545,-0.08158323522159536
1728212666.5698128,-0.07834346646600034
1728212666.6202595,-0.07834346646600034
1728212666.6833327,-0.0762817969528723
1728212666.7929776,-0.07098035868414924
1728212666.8959894,-0.0606720111185091
1728212667.0003917,-0.055370572849786054
1728212667.1031818,-0.04918556014921276
1728212667.1493502,-0.04712389063608474
1728212667.199865,-0.04712389063608474
1728212667.3092575,-0.050069134581063005
1728212667.3583572,-0.050069134581063005
1728212667.4075878,-0.04712389063608474
1728212667.4696395,-0.04476769631233996
1728212667.5184731,-0.04182245236736169
1728212667.5669713,-0.04476769631233996
1728212667.6272328,-0.04712389063608474
1728212667.676071,-0.04712389063608474
1728212667.7249174,-0.04712389063608474
1728212667.7711394,-0.050069134581063005
1728212667.8198378,-0.05213080409419103
1728212667.8849657,-0.05213080409419103
1728212667.9335852,-0.05213080409419103
1728212667.9794703,-0.055370572849786054
1728212668.0274212,-0.055370572849786054
1728212668.0914848,-0.05743224236291409
1728212668.1390994,-0.05743224236291409
1728212668.1897583,-0.04712389063608474
1728212668.252527,-0.010308350686532047
1728212668.2999356,0.0
1728212668.3506315,0.0
1728212668.3957477,0.0
1728212668.4739358,0.0
1728212668.5027585,0.0
1728212668.6233377,0.0
1728212668.7297528,0.0
1728212668.7782478,0.0
1728212668.8261764,0.0
1728212668.934552,0.0
1728212668.9829392,0.0
1728212669.030887,0.0
1728212669.140679,0.0
1728212669.1887562,0.0
1728212669.236917,0.0
1728212669.300772,0.0
1728212669.3495164,0.0
1728212669.3968546,0.0
1728212669.4452965,0.0
1728212669.493592,0.0
1728212669.5575511,0.0
1728212669.604802,0.0
1728212669.654172,0.0
1728212669.7013552,0.0
1728212669.7497427,0.0
1728212669.8129873,0.0
1728212669.8620005,0.0
1728212669.9092445,0.0
1728212669.9727693,0.0
1728212670.0211866,0.0
1728212670.068787,-0.012370021239957377
1728212670.3143384,-0.03652101409863864
1728212670.4427333,-0.03652101409863864
1728212670.5705423,-0.03976078285423366
1728212670.7353792,-0.03652101409863864
1728212670.8557677,-0.03976078285423366
1728212670.9634633,-0.050069134581063005
1728212671.0127633,-0.04712389063608474
1728212671.0582216,-0.03121957791051019
1728212671.1694193,-0.013548118401829767
1728212671.2182856,-0.005006913458106301
1728212671.2658098,-0.0029452431647552964
1728212671.3151546,-0.0029452431647552964
1728212671.377763,0.0
1728212671.4265711,0.0
1728212671.4733968,0.0
1728212671.5214121,0.0
1728212671.5851648,0.0
1728212671.6355128,0.0
1728212671.681768,0.0
1728212671.729712,0.0
1728212671.793679,0.0
1728212671.8418436,0.0
1728212671.8894055,0.0
1728212671.953867,0.0
1728212672.0010197,0.0
1728212672.0500438,0.0
1728212672.0977654,0.0
1728212672.1615047,0.0
1728212672.2242835,0.0
1728212672.2552884,0.0
1728212672.3040404,0.0
1728212672.3672738,0.0
1728212672.4286616,0.0
1728212672.4613185,0.0
1728212672.5815027,0.0
1728212672.6851048,-0.007068583491382981
1728212672.7807972,-0.010308350686532047
1728212672.8891468,-0.034459344585510615
1728212672.936964,-0.034459344585510615
1728212672.985903,-0.03121957791051019
1728212673.049139,-0.03121957791051019
1728212673.0971718,-0.03121957791051019
1728212673.1454952,-0.03121957791051019
1728212673.1936798,-0.029157906316787566
1728212673.3012304,-0.034459344585510615
1728212673.347812,-0.03652101409863864
1728212673.3964505,-0.03328124742363822
1728212673.507208,-0.03652101409863864
1728212673.5550985,-0.03976078285423366
1728212673.6077497,-0.03121957791051019
1728212673.6683576,-0.029157906316787566
1728212673.718477,-0.029157906316787566
1728212673.7673833,-0.04476769631233996
1728212673.8138492,-0.034459344585510615
1728212673.859637,-0.018555031859936066
1728212673.9252734,-0.017671459508680428
1728212673.9715185,-0.020911226183680846
1728212674.0212526,-0.020911226183680846
1728212674.0702198,-0.018555031859936066
1728212674.1340814,-0.020911226183680846
1728212674.1804793,-0.022972895696808875
1728212674.2295554,-0.023856470128659116
1728212674.2920852,-0.025918139641787144
1728212674.341381,-0.04182245236736169
1728212674.3877964,-0.04476769631233996
1728212674.5110927,-0.04388412188048972
1728212674.610526,-0.04388412188048972
1728212674.720302,-0.050069134581063005
1728212674.7676015,-0.055370572849786054
1728212674.814254,-0.055370572849786054
1728212674.879881,-0.05213080409419103
1728212674.9251127,-0.050069134581063005
1728212674.973736,-0.04182245236736169
1728212675.0222645,-0.03976078285423366
1728212675.0713267,-0.03652101409863864
1728212675.1348574,-0.03976078285423366
1728212675.1825788,-0.03976078285423366
1728212675.2299025,-0.03858268361176667
1728212675.278353,-0.03976078285423366
1728212675.3425984,-0.050069134581063005
1728212675.3919637,-0.05213080409419103
1728212675.4376938,-0.055370572849786054
1728212675.4871898,-0.05743224236291409
1728212675.551924,-0.055370572849786054
1728212675.5976884,-0.050069134581063005
1728212675.646981,-0.04918556014921276
1728212675.7094002,-0.050069134581063005
1728212675.7592576,-0.055370572849786054
1728212675.8052757,-0.055370572849786054
1728212675.8541973,-0.055370572849786054
1728212675.9171546,-0.05743224236291409
1728212675.965197,-0.0606720111185091
1728212676.0132961,-0.05743224236291409
1728212676.062024,-0.05743224236291409
1728212676.1107266,-0.05213080409419103
1728212676.173992,-0.04476769631233996
1728212676.2224772,-0.04476769631233996
1728212676.2712305,-0.04182245236736169
1728212676.333621,-0.03976078285423366
1728212676.394035,-0.03652101409863864
1728212676.4260516,-0.03416481977489386
1728212676.4734743,-0.025918139641787144
1728212676.537417,-0.028274333965531924
1728212676.600618,-0.029157906316787566
1728212676.6488323,-0.03121957791051019
1728212676.7512288,-0.03121957791051019
1728212676.8572335,-0.034459344585510615
1728212676.9043162,-0.03652101409863864
1728212676.9510732,-0.03976078285423366
1728212677.062853,-0.04476769631233996
1728212677.1108122,-0.04712389063608474
1728212677.158493,-0.04476769631233996
1728212677.2224708,-0.04476769631233996
1728212677.2705073,-0.04388412188048972
1728212677.3216429,-0.04182245236736169
1728212677.366969,-0.04182245236736169
1728212677.4164956,-0.04182245236736169
1728212677.4788737,-0.03858268361176667
1728212677.526381,-0.03652101409863864
1728212677.574433,-0.03652101409863864
1728212677.625231,-0.03652101409863864
1728212677.6708515,-0.03652101409863864
1728212677.7349474,-0.03652101409863864
1728212677.783156,-0.03858268361176667
1728212677.83172,-0.03858268361176667
1728212677.8781285,-0.03858268361176667
1728212677.943494,-0.03652101409863864
1728212677.991206,-0.03652101409863864
1728212678.0383067,-0.03652101409863864
1728212678.0864213,-0.03652101409863864
1728212678.1343915,-0.03652101409863864
1728212678.1994674,-0.034459344585510615
1728212678.2464905,-0.034459344585510615
1728212678.2950304,-0.03652101409863864
1728212678.3428175,-0.03652101409863864
1728212678.4071662,-0.034459344585510615
1728212678.455117,-0.03652101409863864
1728212678.50559,-0.03976078285423366
1728212678.5514426,-0.04182245236736169
1728212678.5989456,-0.04182245236736169
1728212678.6627645,-0.04182245236736169
1728212678.710806,-0.04182245236736169
1728212678.758379,-0.04182245236736169
1728212678.8070579,-0.04182245236736169
1728212678.8710318,-0.04182245236736169
1728212678.9192147,-0.04182245236736169
1728212678.9668818,-0.04182245236736169
1728212679.0151756,-0.04476769631233996
1728212679.0804658,-0.04476769631233996
1728212679.1394074,-0.04182245236736169
1728212679.1711512,-0.04182245236736169
1728212679.2193444,-0.04182245236736169
1728212679.2825854,-0.04388412188048972
1728212679.3917134,-0.04388412188048972
1728212679.4949486,-0.04476769631233996
1728212679.5966651,-0.04388412188048972
1728212679.703264,-0.03976078285423366
1728212679.7503114,-0.03976078285423366
1728212679.7987628,-0.03652101409863864
1728212679.8632522,-0.034459344585510615
1728212679.9110096,-0.03121957791051019
1728212679.959631,-0.03121957791051019
1728212680.0236974,-0.03121957791051019
1728212680.0703666,-0.03328124742363822
1728212680.1183443,-0.034459344585510615
1728212680.166605,-0.03652101409863864
1728212680.2300222,-0.03652101409863864
1728212680.278968,-0.03652101409863864
1728212680.3279448,-0.03652101409863864
1728212680.375235,-0.03652101409863864
1728212680.439352,-0.03858268361176667
1728212680.489195,-0.03976078285423366
1728212680.5349872,-0.04182245236736169
1728212680.5829554,-0.04182245236736169
1728212680.647442,-0.03976078285423366
1728212680.6957147,-0.03976078285423366
1728212680.7434947,-0.03976078285423366
1728212680.791214,-0.03652101409863864
1728212680.866093,-0.034459344585510615
1728212680.89717,-0.034459344585510615
1728212680.9459174,-0.03328124742363822
1728212680.9949932,-0.03121957791051019
1728212681.067384,-0.03121957791051019
1728212681.0995963,-0.03121957791051019
1728212681.1475437,-0.03328124742363822
1728212681.2113433,-0.034459344585510615
1728212681.3217354,-0.03652101409863864
1728212681.423545,-0.03652101409863864
1728212681.5317693,-0.04182245236736169
1728212681.5797129,-0.04182245236736169
1728212681.6294703,-0.04476769631233996
1728212681.738844,-0.04712389063608474
1728212681.7886834,-0.04712389063608474
1728212681.8365364,-0.050069134581063005
1728212681.8986664,-0.050069134581063005
1728212681.9493396,-0.050069134581063005
1728212681.9948955,-0.050069134581063005
1728212682.0454373,-0.050069134581063005
1728212682.0906723,-0.050069134581063005
1728212682.1545537,-0.050069134581063005
1728212682.203784,-0.05213080409419103
1728212682.2509396,-0.050069134581063005
1728212682.299144,-0.050069134581063005
1728212682.3630636,-0.050069134581063005
1728212682.410375,-0.050069134581063005
1728212682.4586716,-0.050069134581063005
1728212682.506937,-0.05213080409419103
1728212682.5547056,-0.055370572849786054
1728212682.6186867,-0.05743224236291409
1728212682.6658905,-0.06273368063163713
1728212682.713301,-0.06273368063163713
1728212682.7631075,-0.06273368063163713
1728212682.8103728,-0.06273368063163713
1728212682.8763158,-0.06273368063163713
1728212682.9220226,-0.06597344522604295
1728212682.9701927,-0.06597344522604295
1728212683.0186098,-0.06597344522604295
1728212683.0681238,-0.06597344522604295
1728212683.1314628,-0.06597344522604295
1728212683.180976,-0.06597344522604295
1728212683.2268128,-0.06273368063163713
1728212683.274508,-0.0606720111185091
1728212683.340754,-0.05743224236291409
