Time (s),Northing (m),Easting (m),Yaw (rad),Speed (m/s)
1728212596856117081,4477201.344190756,589721.2872409528,-1.5707963267948966,0.0023162448778748512
1728212596967525242,4477201.347734685,589721.2865199198,-1.5707963267948966,0.0023131873458623886
1728212597063157339,4477201.342616413,589721.2855633495,-1.5707963267948966,0.0036545125767588615
1728212597175244532,4477201.342048199,589721.2844674591,-1.5707963267948966,0.003985910676419735
1728212597271793252,4477201.341512493,589721.286085515,-1.5707963267948966,0.002160131698474288
1728212597367629496,4477201.341859719,589721.2872688748,-1.5707963267948966,0.00033112993696704507
1728212597479297045,4477201.341174408,589721.2856654468,-1.5707963267948966,0.001490635215304792
1728212597575000660,4477201.342186629,589721.286756023,-1.5707963267948966,0.00347513472661376
1728212597671406511,4477201.339297537,589721.2865361581,-1.5707963267948966,0.005296821240335703
1728212597766495743,4477201.339888101,589721.2894978911,-1.5707963267948966,0.004310162737965584
1728212597878575177,4477201.341760908,589721.288287937,-1.5707963267948966,0.0028227625880390406
1728212597976431107,4477201.340637683,589721.2871986905,-1.5707963267948966,0.002655025338754058
1728212598071419526,4477201.338986881,589721.2884059874,-1.5707963267948966,0.004823021590709686
1728212598183230278,4477201.338324935,589721.2887532079,-1.5707963267948966,0.007322416640818119
1728212598279796812,4477201.336985802,589721.2881754858,-1.5707963267948966,0.007634520996361971
1728212598485449382,4477201.336537733,589721.2878415637,-1.5707963267948966,0.009508020244538784
1728212598581395275,4477201.334760688,589721.2877780251,-1.5707963267948966,0.0113099729642272
1728212598802799891,4477201.334315664,589721.2876985335,-1.5707963267948966,0.006183890625834465
1728212598898160658,4477201.335454127,589721.2900599409,-1.5707963267948966,-0.05210679769515991
1728212599024715169,4477201.33883626,589721.2850996954,-1.5707963267948966,-0.044940147548913956
1728212599152871666,4477201.338948278,589721.2851831738,-1.5707963267948966,-0.03799412399530411
1728212599265837075,4477201.337160058,589721.2841867195,-1.5707963267948966,-0.034625809639692307
1728212599297073466,4477201.340598063,589721.2838910666,-1.5707963267948966,-0.0012668631970882416
1728212599405998467,4477201.338946245,589721.2850135536,-1.5707963267948966,-0.0008629900985397398
1728212599510092269,4477201.340026801,589721.2825407437,-1.5707963267948966,-0.0011510667391121387
1728212599587212847,4477201.339793623,589721.2816104826,-1.5707963267948966,-0.0017260275781154633
1728212599714224836,4477201.33748189,589721.2832498103,-1.5707963267948966,-0.0016352817183360457
1728212599793770318,4477201.3378057545,589721.2824825237,-1.5707963267948966,-0.000961546553298831
1728212599920473532,4477201.338028772,589721.2825646767,-1.5707963267948966,-0.0018277467461302876
1728212599999662406,4477201.338562448,589721.2807770005,-1.5707963267948966,-0.002790352562442422
1728212600096184369,4477201.34013577,589721.2823697894,-1.5707963267948966,-0.002792865503579378
1728212600207370721,4477201.341348663,589721.2816766782,-1.5707963267948966,0.006378453224897385
1728212600303255523,4477201.341244771,589721.2822716832,-1.5707963267948966,0.0040132878348231316
1728212600400065353,4477201.340597048,589721.2838062586,-1.5707963267948966,0.002352998126298189
1728212600511048077,4477201.343118595,589721.2811465391,-1.5707963267948966,-0.0003355584922246635
1728212600606947638,4477201.342698971,589721.2831873185,-1.5707963267948966,-0.0028471555560827255
1728212600703573211,4477201.343133836,589721.2824187021,-1.5707963267948966,-0.003520441707223654
1728212600910634013,4477201.342814035,589721.2835252337,-1.5707963267948966,-0.0026737223379313946
1728212601112063791,4477201.343935227,589721.2844448556,-1.5707963267948966,-0.0006668340647593141
1728212601222619612,4477201.343279377,589721.2853009434,-1.5707963267948966,0.0008321168133988976
1728212601326158810,4477201.342720305,589721.2849683466,-1.5707963267948966,0.0019957241602241993
1728212601429695990,4477201.344159263,589721.2846118168,-1.5707963267948966,0.0016633215127512813
1728212601509849450,4477201.344159263,589721.2846118168,-1.5707963267948966,0.0008322735084220767
1728212601633974540,4477201.345040165,589721.2840075045,-1.5707963267948966,-0.00016708177281543612
1728212601714546663,4477201.344286518,589721.2859674625,-1.5707963267948966,-0.001159622217528522
1728212601809559455,4477201.346047308,589721.2846740256,-1.5707963267948966,-0.002159032505005598
1728212601921080897,4477201.344838481,589721.2857063818,-1.5707963267948966,-0.003008873201906681
1728212602017849821,4477201.343393425,589721.2855540421,-1.5707963267948966,-0.0034916659351438284
1728212602128921954,4477201.341494205,589721.2845589195,-1.5707963267948966,-0.003335558343678713
1728212602225909784,4477201.34126001,589721.2835438483,-1.5707963267948966,-0.002840549685060978
1728212602320532803,4477201.341269153,589721.2843071462,-1.5707963267948966,-0.002170537132769823
1728212602417956018,4477201.340947324,589721.2852440531,-1.5707963267948966,-0.001667751814238727
1728212602528766653,4477201.342053278,589721.284891512,-1.5707963267948966,-0.0006723958067595959
1728212602626239924,4477201.341717224,589721.2846410682,-1.5707963267948966,-0.0
1728212602839204233,4477201.341272201,589721.2845615788,-1.5707963267948966,0.0004966823616996408
1728212602939873383,4477201.342285442,589721.2857369629,-1.5707963267948966,-0.0
1728212603042688403,4477201.337609145,589721.284605456,-1.5707963267948966,-0.00016544254322070628
1728212603145729848,4477201.337279189,589721.2848638732,-1.5707963267948966,-0.0
1728212603246415535,4477201.337947232,589721.28502552,-1.5707963267948966,0.0008237410220317543
1728212603329501119,4477201.335834133,589721.2847115378,-1.5707963267948966,0.001323359552770853
1728212603453720155,4477201.337939103,589721.2843470345,-1.5707963267948966,0.0013263823930174112
1728212603533806154,4477201.33704906,589721.284188049,-1.5707963267948966,0.0013333623064681888
1728212603629711754,4477201.335956311,589721.2856431263,-1.5707963267948966,0.0018320776289328933
1728212603741470714,4477201.335406381,589721.2860738316,-1.5707963267948966,0.002174647757783532
1728212603839346464,4477201.334946121,589721.2847221748,-1.5707963267948966,0.0016651328187435865
1728212603934095593,4477201.335390126,589721.2847168563,-1.5707963267948966,0.0009947688085958362
1728212604046378197,4477201.3377343705,589721.2857914771,-1.5707963267948966,0.000497571425512433
1728212604142324039,4477201.339043026,589721.2838248732,-1.5707963267948966,0.00016511764260940254
1728212604348535003,4477201.337384095,589721.2843536827,-1.5707963267948966,-0.0003289343148935586
1728212604560582082,4477201.337391207,589721.2849473557,-1.5707963267948966,-0.0019857012666761875
1728212604660956792,4477201.337286301,589721.2854575528,-1.5707963267948966,-0.0004933985183015466
1728212604765268856,4477201.336501158,589721.2847883725,-1.5707963267948966,0.001319815288297832
1728212604846141219,4477201.336510303,589721.2855516702,-1.5707963267948966,0.002483293879777193
1728212604971430802,4477201.335384031,589721.2842079932,-1.5707963267948966,0.0016591018065810204
1728212605051355341,4477201.338142821,589721.2828177797,-1.5707963267948966,-0.0001660926063777879
1728212605162554697,4477201.3410288645,589721.2827832097,-1.5707963267948966,-0.0016703527653589845
1728212605258083191,4477201.3398190215,589721.2837307536,-1.5707963267948966,-0.0008340673521161079
1728212605352840340,4477201.340130691,589721.2819457366,-1.5707963267948966,0.0006679253419861197
1728212605466341694,4477201.339241663,589721.2818715633,-1.5707963267948966,0.00016708439216017723
1728212605562309110,4477201.339027787,589721.2825527103,-1.5707963267948966,-0.0013341900194063783
1728212605656500116,4477201.3396877,589721.2820358673,-1.5707963267948966,-0.0008324961527250707
1728212605768921924,4477201.340804828,589721.2826162465,-1.5707963267948966,0.0033328987192362547
1728212605867146932,4477201.338354667,589721.2819670103,-1.5707963267948966,0.007945901714265347
1728212605962309725,4477201.339009502,589721.2810261146,-1.5707963267948966,0.010588043369352818
1728212606072663163,4477201.337576637,589721.2818915076,-1.5707963267948966,0.010583959519863129
1728212606169014855,4477201.337381046,589721.2840992479,-1.5707963267948966,0.008759349584579468
1728212606374419626,4477201.339582793,589721.2825460621,-1.5707963267948966,0.0021507428027689457
1728212606574957180,4477201.342023818,589721.2824319983,-1.5707963267948966,0.0011693827109411359
1728212606683372432,4477201.341163233,589721.2847325286,-1.5707963267948966,0.0018352563492953777
1728212606784704246,4477201.339803782,589721.2824585906,-1.5707963267948966,0.004199196118861437
1728212606888425521,4477201.339230488,589721.280938643,-1.5707963267948966,0.005032225977629423
1728212606970342302,4477201.337566478,589721.2810433996,-1.5707963267948966,0.00554639520123601
1728212607096299363,4477201.338218266,589721.2798480712,-1.5707963267948966,0.008098730817437172
1728212607172415251,4477201.336885229,589721.2797792143,-1.5707963267948966,0.009114193730056286
1728212607283911514,4477201.338663289,589721.2799275607,-1.5707963267948966,0.005517892073839903
1728212607378646905,4477201.341437317,589721.2798095124,-1.5707963267948966,-0.00150052341632545
1728212607474815877,4477201.341803845,589721.28260428,-1.5707963267948966,-0.008689424954354763
1728212607586104475,4477201.344584985,589721.2830799049,-1.5707963267948966,-0.01283501647412777
1728212607682186280,4477201.345132882,589721.2824795814,-1.5707963267948966,-0.011809270828962326
1728212607777900144,4477201.34511358,589721.2808681735,-1.5707963267948966,-0.008143626153469086
1728212607891790294,4477201.344482109,589721.2837597221,-1.5707963267948966,-0.0008298580069094896
1728212607987562898,4477201.340445411,589721.2804151543,-1.5707963267948966,0.010426278226077557
1728212608083728944,4477201.334786355,589721.280652585,-1.5707963267948966,0.02136525884270668
1728212608194056496,4477201.333204903,589721.2783813083,-1.5707963267948966,0.03277687355875969
1728212608394294112,4477201.320745278,589721.2762403317,-1.5707963267948966,0.09079917520284653
1728212608505827542,4477201.290061319,589721.2633754847,-1.5707963267948966,0.14471445977687836
1728212608606168514,4477201.2419330925,589721.2400318924,-1.5707963267948966,0.2055860012769699
1728212608711761570,4477201.17588787,589721.2130858785,-1.5707963267948966,0.29196617007255554
1728212608791536131,4477201.093693283,589721.1910833948,-1.5707963267948966,0.4111591577529907
1728212608903075042,4477201.001043469,589721.1581791544,-1.5707963267948966,0.49197409458024877
1728212608999830917,4477200.898144925,589721.1223440481,-1.5707963267948966,0.6668594229867257
1728212609094986658,4477200.77396784,589721.0803172732,-1.5707963267948966,0.8233207582297393
1728212609206960640,4477200.633295181,589721.0421354714,2.6135204367673537,0.9838014736832976
1728212609304707784,4477200.476880863,589720.9965929807,2.6535941470626403,1.0846675324300241
1728212609399347549,4477200.299595715,589720.932554597,-1.079017994488146,1.3168676099593042
1728212609495097710,4477200.116528315,589720.8677372395,-1.001353193284928,1.489688754081726
1728212609606775881,4477199.917861007,589720.7888564722,-1.605480599273061,1.622692584991455
1728212609703495552,4477199.70820453,589720.7101073293,-1.9399203708953003,1.775445818901062
1728212609911732581,4477199.265227345,589720.5696874484,-2.131579987535688,2.0346999979190645
1728212610114460789,4477198.75832238,589720.3937290305,-2.495889257587445,2.306992984459466
1728212610323868994,4477198.235881505,589720.209050259,-2.1031983404190213,2.530461025641313
1728212610430785781,4477197.959941286,589720.111246445,-2.062769295800424,2.6123126518522213
1728212610511242096,4477197.65751588,589719.9989158333,-2.038436262230779,2.7776751583832597
1728212610636313261,4477197.336974097,589719.8756055721,-2.0058520051159885,2.9259591080419023
1728212610715680530,4477197.032682999,589719.765078573,-1.894973151705358,3.019711315492224
1728212610840320347,4477196.727892023,589719.6498922829,-1.833710416229967,3.063958427027041
1728212610920491498,4477196.437632118,589719.5336836986,-1.7594025957742478,3.083008629823703
1728212611045762662,4477196.143550409,589719.413534201,-1.7294939856928961,3.1437403287151824
1728212611124424548,4477195.864709465,589719.2960012992,-1.9225331536152963,3.1908691534023097
1728212611238658698,4477195.586925711,589719.1740449247,-2.378910732710106,3.2188933860067372
1728212611333967902,4477195.310208569,589719.0391826569,-1.969062162664658,3.2694976780722715
1728212611430504077,4477195.0170776695,589718.8964587912,-1.4120783995639228,3.1876700130950746
1728212611541577644,4477194.711866885,589718.7554912447,-1.6162887809218769,3.2176551818847656
1728212611638148985,4477194.382639637,589718.5929269973,-1.8634016238704254,3.37648572347474
1728212611733269320,4477194.013166239,589718.4440772044,-1.8184537306952984,3.413160575176937
1728212611845489432,4477193.6276481915,589718.2718387531,-1.6793429073417647,3.6146966144593202
1728212611941417390,4477193.248480338,589718.1107208743,-1.761996984990134,3.685062637893627
1728212612037641642,4477192.872317385,589717.959491288,-1.9020345935416774,3.8221397399902344
1728212612151315557,4477192.495115063,589717.79563549,-1.962950484795368,3.8505191802978516
1728212612246403819,4477192.13244428,589717.6493336511,-1.9658366782853085,3.954346179962158
1728212612452085542,4477191.417177197,589717.3636495832,-0.9887080367096037,3.969267292599312
1728212612661684101,4477190.724430737,589717.0951692702,2.9435958105155944,3.9943306954699347
1728212612763343232,4477190.350557663,589716.9590106673,3.026034730173721,3.9703486568644424
1728212612867880541,4477189.959859604,589716.8084639957,0.014363496977727099,3.957401999223244
1728212612968479608,4477189.559364958,589716.6556596,-1.7291142899879035,3.9862849001768543
1728212613072603773,4477189.170960083,589716.5111926923,-2.499292055673647,4.063401349595804
1728212613169831814,4477188.785476074,589716.3603290524,-2.32662315402411,4.0545635466940935
1728212613280264591,4477188.39688882,589716.2191724016,-2.1250984178927257,4.047459147115113
1728212613359042441,4477188.030069084,589716.078688069,-2.1259004825363195,4.126417774733023
1728212613471359887,4477187.6523516,589715.9459683353,-2.1559193601579234,4.132428624253419
1728212613566051598,4477187.285925087,589715.801238104,-1.9059796180102482,4.131489916925022
1728212613662040020,4477186.89728807,589715.6559256577,-1.7605399487280453,4.116938207998786
1728212613774434392,4477186.472688066,589715.4926373104,-1.7805160260952746,4.249158599169492
1728212613868969456,4477186.063196215,589715.3394315913,-1.7614512467281949,4.218276424385692
1728212613965229301,4477185.640838878,589715.1687367257,-1.758686662165299,4.269749257230501
1728212614077392083,4477185.229552722,589715.0140256436,-0.7147323186034696,4.232573024926932
1728212614173984278,4477184.825521575,589714.8532900251,0.057267507684032756,4.324707382916771
1728212614285238197,4477184.445042837,589714.703214484,0.025749090054667724,4.334617234778043
1728212614382284351,4477184.0481790695,589714.5384062941,-0.07233308952499166,4.368584583838577
1728212614492829555,4477183.233095252,589714.2146439797,-0.5826429058361058,4.4196734963396915
1728212614700846482,4477182.355632465,589713.8270782536,-2.169732207147505,3.920895256280612
1728212614795779136,4477181.938803749,589713.6267136903,-3.1310891917114065,3.622586635213219
1728212614923692299,4477181.520184503,589713.4344287554,-2.5122406447775805,3.2550738241503225
1728212615051698073,4477181.111394929,589713.2286239993,-1.827092377675948,2.9569324700052664
1728212615202310336,4477180.70429753,589713.0343349116,-1.849587266310238,2.72943377494812
1728212615203320401,4477180.3029593015,589712.8296283886,-2.0704984191615248,2.6274807453155518
1728212615304856276,4477179.899467073,589712.6304611487,-2.046511664678345,2.64798602963617
1728212615409967546,4477179.480417165,589712.4022162037,-2.01574374589435,2.708655834197998
1728212615517738682,4477179.051052404,589712.2025953885,-1.6539989879058383,2.720005753079643
1728212615596587717,4477178.626398758,589711.9977439025,-2.089670672434926,2.749861429530596
1728212615719776274,4477178.20377261,589711.7953279876,-2.073242526111379,2.7898851142779253
1728212615800360739,4477177.781800006,589711.6011320766,-2.013844673951452,2.804329624903244
1728212615913451551,4477177.366607654,589711.407618346,-2.0320999303402787,2.784750754247403
1728212616009099310,4477176.95993197,589711.2114578912,-2.1058880871464436,2.790756839889989
1728212616105741859,4477176.541044068,589711.015274033,-2.1450183516087993,3.0782441867205113
1728212616199938891,4477176.097035528,589710.8072612871,-2.218183251800816,4.762126020986042
1728212616313616420,4477175.65496408,589710.5941359206,-2.2750866314456037,4.7523891299221654
1728212616408438558,4477175.211280998,589710.3669491591,-2.295244800913109,4.759437409848692
1728212616521487093,4477174.767747973,589710.1615601629,-2.229911532587963,4.814465050754936
1728212616616313528,4477174.332655435,589709.9471636042,-2.171345281361566,4.772736092363593
1728212616712818577,4477173.8963936865,589709.7371070135,-2.1375238143548434,4.786294156210198
1728212616809597624,4477173.470733261,589709.5223429707,-2.0823742070717466,4.882389009304361
1728212616919533371,4477173.027596814,589709.3037166835,-2.019060091180981,4.909043684150906
1728212617015239928,4477172.575283352,589709.0696776157,-1.9987368423094696,4.946429602013719
1728212617232209097,4477171.685103215,589708.5935377912,-2.1202735604315883,4.96262755746272
1728212617339438517,4477171.243215816,589708.3586951767,-2.073616107759469,4.958003271940428
1728212617418987622,4477170.799843756,589708.1203925577,-2.0395195575271026,4.992515887561634
1728212617545072341,4477170.357199959,589707.87800967,-1.9741720918391739,5.032724056199707
1728212617624467614,4477169.925607019,589707.649914371,-1.8751630893766047,5.039494719443977
1728212617751221567,4477169.492930322,589707.396215371,-1.7814528827679958,5.054125051289919
1728212617829974216,4477169.049906824,589707.1499350679,-1.3697407718851295,5.03362908727213
1728212617942276184,4477168.585843353,589706.8895715618,-0.6696968796497277,5.050031622594479
1728212618037901816,4477168.135435999,589706.6014768811,-0.8746513584432524,5.0847821578423025
1728212618133808965,4477167.69284623,589706.3265209855,-1.545093658044165,5.127961460373265
1728212618249468294,4477167.247252315,589706.0510072716,-2.5251819469084698,5.173965163382989
1728212618343178443,4477166.809497165,589705.7625913109,-2.933113936294181,5.20732889716205
1728212618439875844,4477166.373310269,589705.4753440651,-2.766081570467751,5.2208088586769845
